Name,SFCLink,ROs,Reps,Total,Reps v total%,LicenseStats,Licensed
SINO POINT GLOBAL ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=11553305&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=11553305&a=0,2019-03-18
Sinocon Securities International Limited,SFClicensees.asp?p=2671364&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2671364&a=0,2017-07-20
SINOIF Asset Management (Hong Kong) Co. Limited,SFClicensees.asp?p=22798966&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=22798966&a=0,2020-01-02
Sixpoint Partners Asia Limited,SFClicensees.asp?p=2467853&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2467853&a=0,2016-09-21
Sky Wealth Asset Management Company Limited,SFClicensees.asp?p=12072970&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=12072970&a=0,2018-11-29
Socius Asset Management Limited,SFClicensees.asp?p=2643362&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2643362&a=0,2017-05-12
Solomon Capital Management Limited (HK),SFClicensees.asp?p=2497438&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2497438&a=0,2019-12-27
SOLOMON SECURITIES LIMITED,SFClicensees.asp?p=10810&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=10810&a=0,
SOPHIA ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=131587&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=131587&a=0,2009-12-09
South China Asset Management Limited,SFClicensees.asp?p=68472&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=68472&a=0,2010-04-19
South China Futures Investment Limited,SFClicensees.asp?p=2499757&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2499757&a=0,2017-07-13
SP Global Access Limited,SFClicensees.asp?p=2623915&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2623915&a=0,2017-03-29
SPRINT ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=2312059&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2312059&a=0,2015-05-21
SPS INVESTMENT SERVICES LIMITED,SFClicensees.asp?p=66933&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=66933&a=0,
Square Capital Management Limited,SFClicensees.asp?p=22093466&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=22093466&a=0,2019-07-15
Starlight Asset Management Limited,SFClicensees.asp?p=10931420&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=10931420&a=0,2018-08-03
Step Capital Management (HK) Limited,SFClicensees.asp?p=12770399&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=12770399&a=0,2018-09-06
Stonepeak (Hong Kong) Limited,SFClicensees.asp?p=20932526&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=20932526&a=0,2019-11-13
SUCCESS ADVANCE INVESTMENTS LIMITED,SFClicensees.asp?p=2534729&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2534729&a=0,2017-01-10
SunAsia Investment Management Limited,SFClicensees.asp?p=131677&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=131677&a=0,2010-12-30
SUPER HARVEST SECURITIES AND FUTURES LIMITED,SFClicensees.asp?p=12458973&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=12458973&a=0,2018-12-07
TAISHAN CAPITAL LIMITED,SFClicensees.asp?p=82699&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=82699&a=0,2008-04-14
Taiyue Capital (HK) Limited,SFClicensees.asp?p=13744480&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=13744480&a=0,2019-05-14
TANDLL Investment Management Limited,SFClicensees.asp?p=11773993&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=11773993&a=0,2018-08-29
Tang Wealth International Limited,SFClicensees.asp?p=15213389&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=15213389&a=0,2019-09-11
Tang Yin International Futures Company Limited,SFClicensees.asp?p=2548898&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2548898&a=0,2016-11-15
TANGSHANG ASSETS MANAGEMENT LIMITED,SFClicensees.asp?p=12617618&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=12617618&a=0,2019-05-14
TANGSHANG FUTURES LIMITED,SFClicensees.asp?p=12617615&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=12617615&a=0,2019-06-03
TC Investment Management (Asia) Limited,SFClicensees.asp?p=59871&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=59871&a=0,2014-03-18
TCA Investments (Hong Kong) Limited,SFClicensees.asp?p=22415919&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=22415919&a=0,2019-10-15
Tenbagger Investment Management (Hong Kong) Limited,SFClicensees.asp?p=2418545&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2418545&a=0,2015-09-11
THOMAS GLOBAL FINANCIAL SERVICES LIMITED,SFClicensees.asp?p=51100&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=51100&a=0,
Thoth Investment Management Limited,SFClicensees.asp?p=2511983&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2511983&a=0,2016-11-22
TIAN YUAN FINANCE LIMITED,SFClicensees.asp?p=79944&a=0&h=Y&sort=posdn&d=2020-01-22,1,1,2,50.00,SFChistfirm.asp?p=79944&a=0,
TigerWit (Hong Kong) Limited,SFClicensees.asp?p=22482717&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=22482717&a=0,2019-12-12
Top Ace Asset Management Limited,SFClicensees.asp?p=1921591&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=1921591&a=0,2012-11-20
TRADER CITY LIMITED,SFClicensees.asp?p=2462153&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2462153&a=0,2016-04-28
Tradition Capital Management Limited,SFClicensees.asp?p=2694349&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2694349&a=0,2017-09-20
TRENDA CAPITAL LIMITED,SFClicensees.asp?p=2632365&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2632365&a=0,2017-03-17
Trinity Financial Group Limited,SFClicensees.asp?p=57243&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=57243&a=0,2016-02-16
TUNG TAI ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=6389&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=6389&a=0,
"TUNG WUI SECURITIES CO., LIMITED",SFClicensees.asp?p=27034&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=27034&a=0,
TUNG YAT SECURITIES LIMITED,SFClicensees.asp?p=11791060&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=11791060&a=0,2018-11-13
UNI-CENTURY INTERNATIONAL ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=2686008&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2686008&a=0,2018-10-03
UNI-CENTURY INTERNATIONAL SECURITIES LIMITED,SFClicensees.asp?p=2685969&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2685969&a=0,2018-10-03
UNITED TALENT VENTURES (HONG KONG) LIMITED,SFClicensees.asp?p=12677922&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=12677922&a=0,2018-12-12
"UPRIGHT ASSET MANAGEMENT (HONG KONG) CO., LIMITED",SFClicensees.asp?p=2554669&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2554669&a=0,2016-11-22
Valliance Asset Management Limited,SFClicensees.asp?p=22787889&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=22787889&a=0,2020-01-14
Vanward International Securities Limited,SFClicensees.asp?p=17996181&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=17996181&a=0,2019-10-04
VARENGOLD CAPITAL ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=2407518&a=0&h=Y&sort=posdn&d=2020-01-22,1,1,2,50.00,SFChistfirm.asp?p=2407518&a=0,2016-03-21
VCP ADVISORS (HK) LIMITED,SFClicensees.asp?p=15967536&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=15967536&a=0,2019-12-20
Velotrade Management Limited,SFClicensees.asp?p=2464795&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2464795&a=0,2018-11-15
VENTURE PARTNERS ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=2560002&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2560002&a=0,2016-10-04
Verdant Capital Management Limited,SFClicensees.asp?p=1831733&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=1831733&a=0,2013-06-20
Vertica Capital Limited,SFClicensees.asp?p=2648831&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2648831&a=0,2018-04-10
VI ASSET MANAGEMENT COMPANY LIMITED,SFClicensees.asp?p=2657784&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2657784&a=0,2017-04-20
Victory Asset Management Limited,SFClicensees.asp?p=23377706&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=23377706&a=0,2020-01-09
VICTORY ENTERPRISES (INVESTMENT) LIMITED,SFClicensees.asp?p=51120&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=51120&a=0,
Visdom Investment Management (Hong Kong) Limited,SFClicensees.asp?p=132192&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=132192&a=0,2011-09-26
VISIONARY GROUP CAPITAL MANAGEMENT LIMITED,SFClicensees.asp?p=2584751&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2584751&a=0,2017-01-18
VOYAGER CAPITAL LIMITED,SFClicensees.asp?p=11778685&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=11778685&a=0,2018-07-18
VSTH CAPITAL GLOBAL ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=2689066&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2689066&a=0,2017-08-28
WAI MAN STOCK & SHARES COMPANY LIMITED,SFClicensees.asp?p=51127&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=51127&a=0,
WARDHAVEN CAPITAL LIMITED,SFClicensees.asp?p=2642316&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2642316&a=0,2017-07-26
WAVE RIDERS INVESTMENT MANAGEMENT LIMITED,SFClicensees.asp?p=93509&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=93509&a=0,
WAY FOOK INTERNATIONAL GROUP LIMITED,SFClicensees.asp?p=1317512&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=1317512&a=0,2018-01-25
WELL KING CAPITAL LIMITED,SFClicensees.asp?p=12685879&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=12685879&a=0,2019-07-09
WHEELOCK CHATFIELD LIMITED,SFClicensees.asp?p=131875&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=131875&a=0,
WINGATE ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=2515698&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2515698&a=0,2016-08-31
Wisdom Bright Asset Management Limited,SFClicensees.asp?p=22073600&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=22073600&a=0,2019-05-07
Wizardquant Capital Advisors Limited,SFClicensees.asp?p=2493982&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2493982&a=0,2016-07-07
"XUANTIE INTERNATIONAL INVESTMENT CO., LIMITED",SFClicensees.asp?p=11745752&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=11745752&a=0,2019-01-03
XY Investments (HK) Limited,SFClicensees.asp?p=2565774&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2565774&a=0,2017-07-06
Yellow River Global Capital Limited,SFClicensees.asp?p=2472735&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2472735&a=0,2016-04-21
Yishao Capital Management (HK) Limited,SFClicensees.asp?p=19174789&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=19174789&a=0,2019-07-02
YL Capital Partners Limited,SFClicensees.asp?p=12072736&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=12072736&a=0,2018-08-17
YONXI International Finance Holdings Limited,SFClicensees.asp?p=12457746&a=0&h=Y&sort=posdn&d=2020-01-22,1,1,2,50.00,SFChistfirm.asp?p=12457746&a=0,2018-12-06
Yunrui Securities Limited,SFClicensees.asp?p=22327830&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=22327830&a=0,2019-08-16
Zheng He Capital Management Limited,SFClicensees.asp?p=1823210&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=1823210&a=0,2014-07-07
Zhengqi International Asset Management Limited,SFClicensees.asp?p=22010362&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=22010362&a=0,2019-10-16
ZHENRO SECURITIES CO. LIMITED,SFClicensees.asp?p=22354962&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=22354962&a=0,2019-09-18
Zhifu International Asset Management (HK) Limited,SFClicensees.asp?p=2589580&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2589580&a=0,2017-08-01
ZM ASSET MANAGEMENT LIMITED (GBEN),SFClicensees.asp?p=6333995&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=6333995&a=0,2018-06-11
Zongyou Capital Co. Limited,SFClicensees.asp?p=22597747&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=22597747&a=0,2019-11-12
ZQ Capital Hong Kong Limited,SFClicensees.asp?p=2486952&a=0&h=Y&sort=posdn&d=2020-01-22,2,0,2,0.00,SFChistfirm.asp?p=2486952&a=0,2018-06-21
ADAMAS CAPITAL PARTNERS (HK) LIMITED,SFClicensees.asp?p=2649007&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=2649007&a=0,2017-07-03
AIU International Securities Limited,SFClicensees.asp?p=135520&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=135520&a=0,2011-12-28
Alpha Quantum Capital Limited,SFClicensees.asp?p=15593138&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=15593138&a=0,2019-03-07
ALTAIR CAPITAL LIMITED (HK),SFClicensees.asp?p=2589646&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=2589646&a=0,2016-11-03
Alternative Value Investments Limited,SFClicensees.asp?p=2643143&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=2643143&a=0,2017-08-30
Aon Securities (Hong Kong) Limited,SFClicensees.asp?p=2512581&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=2512581&a=0,2017-01-27
ARISAIG PARTNERS (HK) LIMITED,SFClicensees.asp?p=131732&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=131732&a=0,2006-01-20
ASCENDANT ASSET MANAGEMENT (HK) LIMITED,SFClicensees.asp?p=132029&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=132029&a=0,2009-09-21
BALI SECURITIES CO. LIMITED,SFClicensees.asp?p=50700&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=50700&a=0,
Beijing Securities Limited,SFClicensees.asp?p=48790&a=0&h=Y&sort=posdn&d=2020-01-22,0,1,1,100.00,SFChistfirm.asp?p=48790&a=0,2008-11-07
BOCGI Commercial Realty Management Limited,SFClicensees.asp?p=1471773&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=1471773&a=0,2014-09-04
"Boill Fund Management (HK) Co., Limited",SFClicensees.asp?p=2712885&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=2712885&a=0,2017-11-30
Brilliant Corporate Finance Limited,SFClicensees.asp?p=2250803&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=2250803&a=0,2014-10-31
CAPARI ASSET MANAGEMENT (HONG KONG) LIMITED,SFClicensees.asp?p=12774811&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=12774811&a=0,2018-11-19
Carlyle Global Credit (Asia) Limited,SFClicensees.asp?p=2290911&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=2290911&a=0,2015-04-02
CENTURION INVESTMENT MANAGEMENT (H.K.) LIMITED,SFClicensees.asp?p=132031&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=132031&a=0,2010-11-16
China Enterprise Capital Company Limited,SFClicensees.asp?p=2673776&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=2673776&a=0,2017-12-15
China Enterprise Securities Company Limited,SFClicensees.asp?p=81173&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=81173&a=0,2011-01-27
China Investment Fund International Securities Limited,SFClicensees.asp?p=2625820&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=2625820&a=0,2018-07-10
CHINA METAMORPHOSIS INVESTMENT LIMITED,SFClicensees.asp?p=2422313&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=2422313&a=0,2017-08-25
CHINA PACIFIC SECURITIES LIMITED,SFClicensees.asp?p=50779&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=50779&a=0,
CHINA TIAN YUAN CAPITAL LIMITED,SFClicensees.asp?p=2650331&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=2650331&a=0,2018-03-20
"Coefficient Investment Co., Limited",SFClicensees.asp?p=2567512&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=2567512&a=0,2018-04-27
CVP Capital Limited (HK),SFClicensees.asp?p=2270855&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=2270855&a=0,2014-10-22
DECODE ASSET MANAGEMENT (HONG KONG) COMPANY LIMITED,SFClicensees.asp?p=4498313&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=4498313&a=0,2019-05-02
DFA Capital Limited,SFClicensees.asp?p=10028534&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=10028534&a=0,2018-04-10
DOLO FINANCIAL GROUP LIMITED,SFClicensees.asp?p=11670243&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=11670243&a=0,2018-10-23
DOUBLE S CAPITAL LIMITED,SFClicensees.asp?p=2331989&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=2331989&a=0,2015-06-25
ELITE FINANCIAL SERVICES LIMITED (HK),SFClicensees.asp?p=68462&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=68462&a=0,2013-05-23
EnTrustPermal (Hong Kong) Limited,SFClicensees.asp?p=93604&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=93604&a=0,2006-03-09
EVOLUTION SECURITIES ASIA LIMITED,SFClicensees.asp?p=16684&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=16684&a=0,2007-08-24
ExaByte Capital Management (HK) Limited,SFClicensees.asp?p=1799301&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=1799301&a=0,2012-09-25
FAIR CAPITAL MANAGEMENT LIMITED,SFClicensees.asp?p=92594&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=92594&a=0,2007-06-27
Fantasia Asset Management Limited,SFClicensees.asp?p=2238300&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=2238300&a=0,2014-08-18
FIRST ASIA FINANCE GROUP LIMITED,SFClicensees.asp?p=12196&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=12196&a=0,
Forwin Futures Group Limited,SFClicensees.asp?p=2464877&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=2464877&a=0,2016-06-22
GENERAL ENTERPRISE MANAGEMENT SERVICES (HK) LIMITED,SFClicensees.asp?p=45754&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=45754&a=0,
GENESIS CAPITAL INVESTMENT (HK) LIMITED,SFClicensees.asp?p=2101617&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=2101617&a=0,2013-12-02
Globe Capital Asset Management Limited,SFClicensees.asp?p=2645333&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=2645333&a=0,2017-08-16
GOLDEN POINTS CAPITAL MANAGEMENT LIMITED,SFClicensees.asp?p=2653155&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=2653155&a=0,2018-02-01
GUO BANG (HK) ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=875485&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=875485&a=0,2018-01-10
Himalaya Asset Management Limited,SFClicensees.asp?p=1918526&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=1918526&a=0,2015-05-21
HOBA Global Investors (HK) Limited,SFClicensees.asp?p=2337351&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=2337351&a=0,2015-04-23
JT CAPITAL MANAGEMENT LIMITED,SFClicensees.asp?p=131589&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=131589&a=0,2010-10-13
KAI WO ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=88004&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=88004&a=0,2008-07-04
Kam Wah Investments Limited,SFClicensees.asp?p=50892&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=50892&a=0,
KINGSTON ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=49325&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=49325&a=0,2007-05-22
KO KUN STOCK COMPANY LIMITED,SFClicensees.asp?p=50904&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=50904&a=0,2005-03-18
LAI PO HUNG & COMPANY LIMITED,SFClicensees.asp?p=50915&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=50915&a=0,
LAU & COMPANY LIMITED,SFClicensees.asp?p=50917&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=50917&a=0,
Leader Financial Asset Management Limited,SFClicensees.asp?p=2477654&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=2477654&a=0,2016-06-08
LIONHEART LIMITED,SFClicensees.asp?p=2683962&a=0&h=Y&sort=posdn&d=2020-01-22,0,1,1,100.00,SFChistfirm.asp?p=2683962&a=0,2018-06-27
MACROWATERS ASIA FUND MANAGEMENT LIMITED,SFClicensees.asp?p=2629895&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=2629895&a=0,2018-07-17
Major Asset Management Limited,SFClicensees.asp?p=2623942&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=2623942&a=0,2018-08-29
MASTERFORD INVESTMENT LIMITED,SFClicensees.asp?p=70664&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=70664&a=0,
METHODOLOGY SECURITIES (HK) COMPANY LIMITED,SFClicensees.asp?p=14861895&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=14861895&a=0,2019-01-21
MIGLICO MANAGEMENT LIMITED,SFClicensees.asp?p=12489800&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=12489800&a=0,2019-04-02
Mu Investment Management (Asia) Limited,SFClicensees.asp?p=2230249&a=0&h=Y&sort=posdn&d=2020-01-22,1,0,1,0.00,SFChistfirm.asp?p=2230249&a=0,2014-09-29
